url,captionist,assessor,caption,grade,id,filepath,clip_grade
http://cocodataset.org/#explore?id=393274,COCO,Aymeric,a yellow and white train traveling past a train station,0.9,393274,/root/fiftyone/coco-2017/train/data/000000393274.jpg,0.7304041385650635
http://cocodataset.org/#explore?id=393274,Arthur,Aymeric,several trains parked in a train station,0.3,393274,/root/fiftyone/coco-2017/train/data/000000393274.jpg,0.26958414912223816
http://cocodataset.org/#explore?id=393274,Arthur,Aymeric,a river with people nearby,0.0,393274,/root/fiftyone/coco-2017/train/data/000000393274.jpg,1.171631538454676e-05
http://cocodataset.org/#explore?id=427123,COCO,Léo,"three people in formal military uniforms, two are wearing medals around their necks",1.0,427123,/root/fiftyone/coco-2017/train/data/000000427123.jpg,0.999040424823761
http://cocodataset.org/#explore?id=427123,Arthur,Léo,smiling researchers receiving the Nobel prize,0.5,427123,/root/fiftyone/coco-2017/train/data/000000427123.jpg,0.0009263757383450866
http://cocodataset.org/#explore?id=427123,Arthur,Léo,three donkeys in a dark room,0.0,427123,/root/fiftyone/coco-2017/train/data/000000427123.jpg,3.3188618544954807e-05
http://cocodataset.org/#explore?id=405324,COCO,Conrad,the girl has a plate with a sandwich on it,1.0,405324,/root/fiftyone/coco-2017/train/data/000000405324.jpg,0.99873286485672
http://cocodataset.org/#explore?id=405324,Arthur,Conrad,a fancy dinner downtown,0.6,405324,/root/fiftyone/coco-2017/train/data/000000405324.jpg,0.001211610739119351
http://cocodataset.org/#explore?id=405324,Arthur,Conrad,his empty plate causes the baby to cry,0.0,405324,/root/fiftyone/coco-2017/train/data/000000405324.jpg,5.553846131078899e-05
http://cocodataset.org/#explore?id=300357,COCO,Aymeric,a woman in a skirt and colorful shirt kneeling down on floral fabric,0.95,300357,/root/fiftyone/coco-2017/train/data/000000300357.jpg,0.9241431355476379
http://cocodataset.org/#explore?id=300357,Arthur,Aymeric,a woman trying desperately to leave her bed,0.6,300357,/root/fiftyone/coco-2017/train/data/000000300357.jpg,0.07585670053958893
http://cocodataset.org/#explore?id=300357,Arthur,Aymeric,"two men lying in the sun, one using his dog as a kind of cushion",0.0,300357,/root/fiftyone/coco-2017/train/data/000000300357.jpg,1.6981233841306675e-07
http://cocodataset.org/#explore?id=57340,COCO,Léo,there is a tower that has a american flag at the top and a clock on it,1.0,57340,/root/fiftyone/coco-2017/train/data/000000057340.jpg,0.9997550845146179
http://cocodataset.org/#explore?id=57340,Arthur,Léo,the night is falling over Manhattan,0.3,57340,/root/fiftyone/coco-2017/train/data/000000057340.jpg,0.00023090427566785365
http://cocodataset.org/#explore?id=57340,Arthur,Léo,sunset over the Mississipi river,0.0,57340,/root/fiftyone/coco-2017/train/data/000000057340.jpg,1.408355910825776e-05
http://cocodataset.org/#explore?id=198654,COCO,Conrad,there are people playing a game of baseball,1.0,198654,/root/fiftyone/coco-2017/train/data/000000198654.jpg,0.667002260684967
http://cocodataset.org/#explore?id=198654,Arthur,Conrad,players play the game,0.6,198654,/root/fiftyone/coco-2017/train/data/000000198654.jpg,0.3326966464519501
http://cocodataset.org/#explore?id=198654,Arthur,Conrad,dancers dancing on a Broadway show,0.0,198654,/root/fiftyone/coco-2017/train/data/000000198654.jpg,0.0003011362859979272
http://cocodataset.org/#explore?id=518361,COCO,Aymeric,three people standing at the zoo watching a elephant,0.95,518361,/root/fiftyone/coco-2017/train/data/000000518361.jpg,0.6237627863883972
http://cocodataset.org/#explore?id=518361,Arthur,Aymeric,six people standing at the zoo watching two elephant,0.65,518361,/root/fiftyone/coco-2017/train/data/000000518361.jpg,0.3762371838092804
http://cocodataset.org/#explore?id=518361,Arthur,Aymeric,nobody watching nothing,0.1,518361,/root/fiftyone/coco-2017/train/data/000000518361.jpg,3.843448936891036e-08
http://cocodataset.org/#explore?id=525640,COCO,Léo,a banana dressed up to look like a person infront of a paper,0.7,525640,/root/fiftyone/coco-2017/train/data/000000525640.jpg,0.9965531826019287
http://cocodataset.org/#explore?id=525640,Arthur,Léo,a man signing a contract,0.0,525640,/root/fiftyone/coco-2017/train/data/000000525640.jpg,0.0019702070858329535
http://cocodataset.org/#explore?id=525640,Arthur,Léo,a salad fruit in the process of making,0.1,525640,/root/fiftyone/coco-2017/train/data/000000525640.jpg,0.0014766304520890117
http://cocodataset.org/#explore?id=526347,COCO,Conrad,a skateboarder on a skateboard in a skate park,1.0,526347,/root/fiftyone/coco-2017/train/data/000000526347.jpg,0.997990608215332
http://cocodataset.org/#explore?id=526347,Arthur,Conrad,a young man in shorts doing sports,0.4,526347,/root/fiftyone/coco-2017/train/data/000000526347.jpg,0.002008849987760186
http://cocodataset.org/#explore?id=526347,Arthur,Conrad,a girl running after her dog,0.0,526347,/root/fiftyone/coco-2017/train/data/000000526347.jpg,6.322166541394836e-07
http://cocodataset.org/#explore?id=4130,COCO,Aymeric,a bus parked on a street in front of several buildings,0.7,4130,/root/fiftyone/coco-2017/train/data/000000004130.jpg,0.9971586465835571
http://cocodataset.org/#explore?id=4130,Arthur,Aymeric,a busy street some days before Christmas,0.3,4130,/root/fiftyone/coco-2017/train/data/000000004130.jpg,0.0028411943931132555
http://cocodataset.org/#explore?id=4130,Arthur,Aymeric,a murder scene in a kitchen appliance shop,0.0,4130,/root/fiftyone/coco-2017/train/data/000000004130.jpg,1.772941544686546e-07
http://cocodataset.org/#explore?id=522661,COCO,Léo,two people holding suitcases walking towards a greyhound bus,0.9,522661,/root/fiftyone/coco-2017/train/data/000000522661.jpg,0.9335500597953796
http://cocodataset.org/#explore?id=522661,Arthur,Léo,a group of persons running after a departing long-distance bus,0.5,522661,/root/fiftyone/coco-2017/train/data/000000522661.jpg,0.06644435971975327
http://cocodataset.org/#explore?id=522661,Arthur,Léo,two swimmers in bathing suits lining at the front desk,0.0,522661,/root/fiftyone/coco-2017/train/data/000000522661.jpg,5.527100256585982e-06
http://cocodataset.org/#explore?id=310526,COCO,Conrad,a traffic light with a green signal next to tall buildings,0.9,310526,/root/fiftyone/coco-2017/train/data/000000310526.jpg,0.9999392032623291
http://cocodataset.org/#explore?id=310526,Arthur,Conrad,a red traffic light in the country side,0.3,310526,/root/fiftyone/coco-2017/train/data/000000310526.jpg,6.0823022067779675e-05
http://cocodataset.org/#explore?id=310526,Arthur,Conrad,a male swan on a lake is courtshipping a female swan,0.0,310526,/root/fiftyone/coco-2017/train/data/000000310526.jpg,2.541701016323117e-10
http://cocodataset.org/#explore?id=497591,COCO,Aymeric,a small child is sitting on a bench outside,0.7,497591,/root/fiftyone/coco-2017/train/data/000000497591.jpg,0.7360213994979858
http://cocodataset.org/#explore?id=497591,Arthur,Aymeric,a child waiting for his parents to finish shopping,0.2,497591,/root/fiftyone/coco-2017/train/data/000000497591.jpg,0.2425294667482376
http://cocodataset.org/#explore?id=497591,Arthur,Aymeric,a shop with UNDERGROUND written on the entrance,0.1,497591,/root/fiftyone/coco-2017/train/data/000000497591.jpg,0.021449154242873192
http://cocodataset.org/#explore?id=338991,COCO,Léo,a man is on a tennis court playing tennis,1.0,338991,/root/fiftyone/coco-2017/train/data/000000338991.jpg,0.8939439058303833
http://cocodataset.org/#explore?id=338991,Arthur,Léo,fours tennis players sharing a court for a match,0.4,338991,/root/fiftyone/coco-2017/train/data/000000338991.jpg,0.10600827634334564
http://cocodataset.org/#explore?id=338991,Arthur,Léo,a very tall man kissing a very short girl,0.0,338991,/root/fiftyone/coco-2017/train/data/000000338991.jpg,4.7842062485869974e-05
http://cocodataset.org/#explore?id=446463,COCO,Conrad,an old fashioned photograph of a fleet of buses,1.0,446463,/root/fiftyone/coco-2017/train/data/000000446463.jpg,0.9973746538162231
http://cocodataset.org/#explore?id=446463,Arthur,Conrad,Jules Verne's vision for public transport in 2000,0.8,446463,/root/fiftyone/coco-2017/train/data/000000446463.jpg,0.00015641242498531938
http://cocodataset.org/#explore?id=446463,Arthur,Conrad,A naked person being captured by the police,0.0,446463,/root/fiftyone/coco-2017/train/data/000000446463.jpg,0.002468884689733386
http://cocodataset.org/#explore?id=50356,COCO,Aymeric,a lot of flowers that are sitting on a table,0.75,50356,/root/fiftyone/coco-2017/train/data/000000050356.jpg,0.6494132876396179
http://cocodataset.org/#explore?id=50356,Arthur,Aymeric,a red rose in a transparent vase,0.5,50356,/root/fiftyone/coco-2017/train/data/000000050356.jpg,0.35058286786079407
http://cocodataset.org/#explore?id=50356,Arthur,Aymeric,a farmer harvesting sunflowers,0.05,50356,/root/fiftyone/coco-2017/train/data/000000050356.jpg,3.890297193720471e-06
http://cocodataset.org/#explore?id=301402,COCO,Léo,a man sits at a table with a laptop computer on his knees,0.9,301402,/root/fiftyone/coco-2017/train/data/000000301402.jpg,0.9979419112205505
http://cocodataset.org/#explore?id=301402,Arthur,Léo,a young boy fidgetting while a woman is talking,0.2,301402,/root/fiftyone/coco-2017/train/data/000000301402.jpg,0.0003379001864232123
http://cocodataset.org/#explore?id=301402,Arthur,Léo,a young man asking for helpo in a computer shop,0.5,301402,/root/fiftyone/coco-2017/train/data/000000301402.jpg,0.0017202262533828616
http://cocodataset.org/#explore?id=56624,COCO,Conrad,a wood bench is outside covered in snow,1.0,56624,/root/fiftyone/coco-2017/train/data/000000056624.jpg,0.9589766263961792
http://cocodataset.org/#explore?id=56624,Arthur,Conrad,a bench decorated for Christmas,0.6,56624,/root/fiftyone/coco-2017/train/data/000000056624.jpg,0.041014257818460464
http://cocodataset.org/#explore?id=56624,Arthur,Conrad,three PWC employees writing a report,0.0,56624,/root/fiftyone/coco-2017/train/data/000000056624.jpg,9.146355296252295e-06
http://cocodataset.org/#explore?id=21097,COCO,Aymeric,the meal on the table is ready to be eaten,0.4,21097,/root/fiftyone/coco-2017/train/data/000000021097.jpg,0.04911847785115242
http://cocodataset.org/#explore?id=21097,Arthur,Aymeric,italian dish and plastic cutlery,0.6,21097,/root/fiftyone/coco-2017/train/data/000000021097.jpg,0.9508757591247559
http://cocodataset.org/#explore?id=21097,Arthur,Aymeric,a polluted river with dead fish,0.0,21097,/root/fiftyone/coco-2017/train/data/000000021097.jpg,5.736236744269263e-06
http://cocodataset.org/#explore?id=14824,COCO,Léo,a group of people dressed as zombies near a stop sign,1.0,14824,/root/fiftyone/coco-2017/train/data/000000014824.jpg,0.9987751841545105
http://cocodataset.org/#explore?id=14824,Arthur,Léo,a confused scene after an attack,0.3,14824,/root/fiftyone/coco-2017/train/data/000000014824.jpg,0.0012244351673871279
http://cocodataset.org/#explore?id=14824,Arthur,Léo,a giraffe eating leaves at the top of the trees,0.0,14824,/root/fiftyone/coco-2017/train/data/000000014824.jpg,3.6018568039253296e-07
http://cocodataset.org/#explore?id=317730,COCO,Conrad,a man is holding a surfboard decorated with the image of a woman,1.0,317730,/root/fiftyone/coco-2017/train/data/000000317730.jpg,0.5484319925308228
http://cocodataset.org/#explore?id=317730,Arthur,Conrad,a man is holding a surfboard decorated with the image of an octopus,0.7,317730,/root/fiftyone/coco-2017/train/data/000000317730.jpg,0.45146697759628296
http://cocodataset.org/#explore?id=317730,Arthur,Conrad,a man is holding skis decorated with snakes,0.3,317730,/root/fiftyone/coco-2017/train/data/000000317730.jpg,0.00010098796337842941
http://cocodataset.org/#explore?id=160703,COCO,Aymeric,two pizza's on sliver pans on a table with utensils,0.95,160703,/root/fiftyone/coco-2017/train/data/000000160703.jpg,0.9887340068817139
http://cocodataset.org/#explore?id=160703,Arthur,Aymeric,five pizzas about to be eaten,0.6,160703,/root/fiftyone/coco-2017/train/data/000000160703.jpg,0.01095517911016941
http://cocodataset.org/#explore?id=160703,Arthur,Aymeric,a mob assaulting an empty pizza place,0.2,160703,/root/fiftyone/coco-2017/train/data/000000160703.jpg,0.00031077032326720655
http://cocodataset.org/#explore?id=302313,COCO,Léo,the thin cow eats some grass next to the tree,0.9,302313,/root/fiftyone/coco-2017/train/data/000000302313.jpg,0.9862536191940308
http://cocodataset.org/#explore?id=302313,Arthur,Léo,black and white cow on a green pasture land,0.4,302313,/root/fiftyone/coco-2017/train/data/000000302313.jpg,0.013265253975987434
http://cocodataset.org/#explore?id=302313,Arthur,Léo,a cow herd mooing under the moonlight,0.1,302313,/root/fiftyone/coco-2017/train/data/000000302313.jpg,0.000481087394291535
http://cocodataset.org/#explore?id=104842,COCO,Conrad,a skateboarded takes to the air in a skateboard park,1.0,104842,/root/fiftyone/coco-2017/train/data/000000104842.jpg,0.8840489387512207
http://cocodataset.org/#explore?id=104842,Arthur,Conrad,a skateboarder at rest is watching other skateboarders,0.6,104842,/root/fiftyone/coco-2017/train/data/000000104842.jpg,0.11108266562223434
http://cocodataset.org/#explore?id=104842,Arthur,Conrad,a little girl reading a book about skateboards at the library,0.1,104842,/root/fiftyone/coco-2017/train/data/000000104842.jpg,0.004868349526077509
http://cocodataset.org/#explore?id=569865,COCO,Arthur,autumn trees are next to hanging stop lights.,0.9,569865,/root/fiftyone/coco-2017/train/data/000000569865.jpg,0.9999244213104248
http://cocodataset.org/#explore?id=569865,Conrad,Arthur,a traffic stop,0.75,569865,/root/fiftyone/coco-2017/train/data/000000569865.jpg,9.266428605769761e-06
http://cocodataset.org/#explore?id=569865,Conrad,Arthur,a man is hitchhiking by the side of road,0.3,569865,/root/fiftyone/coco-2017/train/data/000000569865.jpg,6.62247184664011e-05
http://cocodataset.org/#explore?id=62824,COCO,Aymeric,a street sign stands on the 8500 west block of hollywood boulevard.,0.88,62824,/root/fiftyone/coco-2017/train/data/000000062824.jpg,0.9895498752593994
http://cocodataset.org/#explore?id=62824,Conrad,Aymeric,a street sign,0.3,62824,/root/fiftyone/coco-2017/train/data/000000062824.jpg,0.010438271798193455
http://cocodataset.org/#explore?id=62824,Conrad,Aymeric,a traffic light with a green signal next to tall buildings,0.05,62824,/root/fiftyone/coco-2017/train/data/000000062824.jpg,1.1866756722156424e-05
http://cocodataset.org/#explore?id=327802,COCO,Léo,a street sign set in the edge of the sidewalk that says stockton st.,1.0,327802,/root/fiftyone/coco-2017/train/data/000000327802.jpg,0.9999979734420776
http://cocodataset.org/#explore?id=327802,Conrad,Léo,a street sign on the sidewalk,0.8,327802,/root/fiftyone/coco-2017/train/data/000000327802.jpg,2.0660963855334558e-06
http://cocodataset.org/#explore?id=327802,Conrad,Léo,a picture of the figure 13 from a textbook,0.0,327802,/root/fiftyone/coco-2017/train/data/000000327802.jpg,2.5299979000692474e-08
http://cocodataset.org/#explore?id=385341,COCO,Arthur,a couple of people that are sitting down with wii remotes,1.0,385341,/root/fiftyone/coco-2017/train/data/000000385341.jpg,0.7654690742492676
http://cocodataset.org/#explore?id=385341,Conrad,Arthur,two persons holding remotes,1.0,385341,/root/fiftyone/coco-2017/train/data/000000385341.jpg,0.23317940533161163
http://cocodataset.org/#explore?id=385341,Conrad,Arthur,some family pictures,0.4,385341,/root/fiftyone/coco-2017/train/data/000000385341.jpg,0.001351495273411274
http://cocodataset.org/#explore?id=370121,COCO,Aymeric,a bench sits in a field by the water while it is cloudy.,0.95,370121,/root/fiftyone/coco-2017/train/data/000000370121.jpg,0.994453489780426
http://cocodataset.org/#explore?id=370121,Conrad,Aymeric,a bench next to a tree,0.6,370121,/root/fiftyone/coco-2017/train/data/000000370121.jpg,0.00551611790433526
http://cocodataset.org/#explore?id=370121,Conrad,Aymeric,a family picnic,0.1,370121,/root/fiftyone/coco-2017/train/data/000000370121.jpg,3.037606438738294e-05
http://cocodataset.org/#explore?id=475277,COCO,Léo,a white horse looking up for a photo at a fence side.,1.0,475277,/root/fiftyone/coco-2017/train/data/000000475277.jpg,0.5405133962631226
http://cocodataset.org/#explore?id=475277,Conrad,Léo,a close up of a white horse,0.8,475277,/root/fiftyone/coco-2017/train/data/000000475277.jpg,0.45918819308280945
http://cocodataset.org/#explore?id=475277,Conrad,Léo,me riding a white horse,0.4,475277,/root/fiftyone/coco-2017/train/data/000000475277.jpg,0.0002984692109748721
http://cocodataset.org/#explore?id=140122,COCO,Arthur,"a computer monitor, keyboard, and tower with peripherals and plugs sit on a desk.",1.0,140122,/root/fiftyone/coco-2017/train/data/000000140122.jpg,0.9952301979064941
http://cocodataset.org/#explore?id=140122,Conrad,Arthur,a desktop for remote working,0.8,140122,/root/fiftyone/coco-2017/train/data/000000140122.jpg,0.002812677063047886
http://cocodataset.org/#explore?id=140122,Conrad,Arthur,a kitchen with a computer,0.2,140122,/root/fiftyone/coco-2017/train/data/000000140122.jpg,0.001957137603312731
http://cocodataset.org/#explore?id=119502,COCO,Aymeric,toddler boy in a tie playing in a dish of mud.,0.92,119502,/root/fiftyone/coco-2017/train/data/000000119502.jpg,0.9892494678497314
http://cocodataset.org/#explore?id=119502,Conrad,Aymeric,a little boy playing outside,0.7,119502,/root/fiftyone/coco-2017/train/data/000000119502.jpg,0.009182285517454147
http://cocodataset.org/#explore?id=119502,Conrad,Aymeric,a little boy is burying his toy,0.6,119502,/root/fiftyone/coco-2017/train/data/000000119502.jpg,0.0015681528020650148
http://cocodataset.org/#explore?id=413868,COCO,Léo,a man in the woods throws a frisbee,0.9,413868,/root/fiftyone/coco-2017/train/data/000000413868.jpg,0.9957351684570312
http://cocodataset.org/#explore?id=413868,Conrad,Léo,a cowboy throws a bone at his dog,0.2,413868,/root/fiftyone/coco-2017/train/data/000000413868.jpg,0.00036495280801318586
http://cocodataset.org/#explore?id=413868,Conrad,Léo,a cowboy is skeet shooting,0.0,413868,/root/fiftyone/coco-2017/train/data/000000413868.jpg,0.0038998271338641644
http://cocodataset.org/#explore?id=12650,COCO,Arthur,several people gathered outside of a bar at night.,0.9,12650,/root/fiftyone/coco-2017/train/data/000000012650.jpg,0.9920334219932556
http://cocodataset.org/#explore?id=12650,Conrad,Arthur,a group of people in front of a bar,0.9,12650,/root/fiftyone/coco-2017/train/data/000000012650.jpg,0.0074263098649680614
http://cocodataset.org/#explore?id=12650,Conrad,Arthur,the last bar before the apocalypse,0.1,12650,/root/fiftyone/coco-2017/train/data/000000012650.jpg,0.0005402160459198058
http://cocodataset.org/#explore?id=269338,COCO,Aymeric,a baseball player sliding into a base with another player bent over with glove extended toward a flying baseball.,0.98,269338,/root/fiftyone/coco-2017/train/data/000000269338.jpg,0.982137143611908
http://cocodataset.org/#explore?id=269338,Conrad,Aymeric,a baseball match,0.65,269338,/root/fiftyone/coco-2017/train/data/000000269338.jpg,0.017856040969491005
http://cocodataset.org/#explore?id=269338,Conrad,Aymeric,two tennismen playing in a court,0.2,269338,/root/fiftyone/coco-2017/train/data/000000269338.jpg,6.7456790020514745e-06
http://cocodataset.org/#explore?id=514601,COCO,Léo,the train platform has green benches on it.,0.9,514601,/root/fiftyone/coco-2017/train/data/000000514601.jpg,0.4171087145805359
http://cocodataset.org/#explore?id=514601,Conrad,Léo,the train platform is empty,0.9,514601,/root/fiftyone/coco-2017/train/data/000000514601.jpg,0.5586377382278442
http://cocodataset.org/#explore?id=514601,Conrad,Léo,the Massy-Palaiseau train station,0.5,514601,/root/fiftyone/coco-2017/train/data/000000514601.jpg,0.02425355464220047
http://cocodataset.org/#explore?id=495456,COCO,Arthur,a person using an oven mitt to take something from the oven.,0.9,495456,/root/fiftyone/coco-2017/train/data/000000495456.jpg,0.9538904428482056
http://cocodataset.org/#explore?id=495456,Conrad,Arthur,something is baking in the oven,0.8,495456,/root/fiftyone/coco-2017/train/data/000000495456.jpg,0.03278615325689316
http://cocodataset.org/#explore?id=495456,Conrad,Arthur,someone is baking in the oven,0.1,495456,/root/fiftyone/coco-2017/train/data/000000495456.jpg,0.013323328457772732
http://cocodataset.org/#explore?id=106513,COCO,Aymeric,bus at rainy bus stop with commuters waiting,0.9,106513,/root/fiftyone/coco-2017/train/data/000000106513.jpg,0.9560535550117493
http://cocodataset.org/#explore?id=106513,Conrad,Aymeric,commuters are waiting for the bus,0.75,106513,/root/fiftyone/coco-2017/train/data/000000106513.jpg,0.02958868443965912
http://cocodataset.org/#explore?id=106513,Conrad,Aymeric,students are waiting for the 91.06 bus,0.55,106513,/root/fiftyone/coco-2017/train/data/000000106513.jpg,0.014357826672494411
http://cocodataset.org/#explore?id=380258,COCO,Léo,a pigeon sitting outside a window of a high rise building,0.9,380258,/root/fiftyone/coco-2017/train/data/000000380258.jpg,0.3337065577507019
http://cocodataset.org/#explore?id=380258,Conrad,Léo,a pigeon is looking through the window,0.8,380258,/root/fiftyone/coco-2017/train/data/000000380258.jpg,0.6540589928627014
http://cocodataset.org/#explore?id=380258,Conrad,Léo,a peeping tom is looking through the window,0.2,380258,/root/fiftyone/coco-2017/train/data/000000380258.jpg,0.01223448384553194
http://cocodataset.org/#explore?id=61354,COCO,Arthur,an open market selling assorted fruits with bananas hanging,1.0,61354,/root/fiftyone/coco-2017/train/data/000000061354.jpg,0.9987115859985352
http://cocodataset.org/#explore?id=61354,Conrad,Arthur,bananas are hanging on a pipe,1.0,61354,/root/fiftyone/coco-2017/train/data/000000061354.jpg,0.0003846304025501013
http://cocodataset.org/#explore?id=61354,Conrad,Arthur,people are distributing free bananas,0.2,61354,/root/fiftyone/coco-2017/train/data/000000061354.jpg,0.0009037784766405821
http://cocodataset.org/#explore?id=506034,COCO,Aymeric,there is a side view mirror and traffic lights in this picture,0.7,506034,/root/fiftyone/coco-2017/train/data/000000506034.jpg,0.9698553681373596
http://cocodataset.org/#explore?id=506034,Conrad,Aymeric,a left view from a vehicule,0.7,506034,/root/fiftyone/coco-2017/train/data/000000506034.jpg,0.02990753948688507
http://cocodataset.org/#explore?id=506034,Conrad,Aymeric,someone is driving to school,0.3,506034,/root/fiftyone/coco-2017/train/data/000000506034.jpg,0.00023712003894615918
http://cocodataset.org/#explore?id=239593,COCO,Léo,a black and white picture of a train going down a track with a city in the background,1.0,239593,/root/fiftyone/coco-2017/train/data/000000239593.jpg,0.9975619316101074
http://cocodataset.org/#explore?id=239593,Conrad,Léo,a building with many street tags,0.4,239593,/root/fiftyone/coco-2017/train/data/000000239593.jpg,5.705485455109738e-05
http://cocodataset.org/#explore?id=239593,Conrad,Léo,the train is going through the building,0.2,239593,/root/fiftyone/coco-2017/train/data/000000239593.jpg,0.0023809534031897783
http://cocodataset.org/#explore?id=103375,COCO,Arthur,a bed has its covers pulled back in a dark room.,1.0,103375,/root/fiftyone/coco-2017/train/data/000000103375.jpg,0.8802172541618347
http://cocodataset.org/#explore?id=103375,Conrad,Arthur,a bedroom with a king size bed,0.9,103375,/root/fiftyone/coco-2017/train/data/000000103375.jpg,0.11887500435113907
http://cocodataset.org/#explore?id=103375,Conrad,Arthur,the living room,0.1,103375,/root/fiftyone/coco-2017/train/data/000000103375.jpg,0.000907798414118588
http://cocodataset.org/#explore?id=452687,COCO,Aymeric,a person's foot strapped into a black snowboard.,0.88,452687,/root/fiftyone/coco-2017/train/data/000000452687.jpg,0.45403996109962463
http://cocodataset.org/#explore?id=452687,Conrad,Aymeric,a black snowboard,0.66,452687,/root/fiftyone/coco-2017/train/data/000000452687.jpg,0.545960009098053
http://cocodataset.org/#explore?id=452687,Conrad,Aymeric,someone is sunbathing,0.05,452687,/root/fiftyone/coco-2017/train/data/000000452687.jpg,2.628148365602101e-08
http://cocodataset.org/#explore?id=430885,COCO,Léo,a cloudy skyline with silhouettes of industrial buildings.,0.9,430885,/root/fiftyone/coco-2017/train/data/000000430885.jpg,0.28104668855667114
http://cocodataset.org/#explore?id=430885,Conrad,Léo,many industrial buildings with a green light,0.8,430885,/root/fiftyone/coco-2017/train/data/000000430885.jpg,0.71693354845047
http://cocodataset.org/#explore?id=430885,Conrad,Léo,A bansky art,0.2,430885,/root/fiftyone/coco-2017/train/data/000000430885.jpg,0.0020197732374072075
http://cocodataset.org/#explore?id=292152,COCO,Arthur,a toasted ham sandwich with a pickle on a white plate.,1.0,292152,/root/fiftyone/coco-2017/train/data/000000292152.jpg,0.9999246597290039
http://cocodataset.org/#explore?id=292152,Conrad,Arthur,a fine dining breakfast,0.4,292152,/root/fiftyone/coco-2017/train/data/000000292152.jpg,7.38201561034657e-05
http://cocodataset.org/#explore?id=292152,Conrad,Arthur,a baby is crying because the plate is empty,0.05,292152,/root/fiftyone/coco-2017/train/data/000000292152.jpg,1.5997303535186802e-06
http://cocodataset.org/#explore?id=90024,COCO,Aymeric,a giant teddy bear in front of some trees at the mall,0.93,90024,/root/fiftyone/coco-2017/train/data/000000090024.jpg,0.9994107484817505
http://cocodataset.org/#explore?id=90024,Conrad,Aymeric,a front view of a mall entrance,0.63,90024,/root/fiftyone/coco-2017/train/data/000000090024.jpg,0.0005861277459189296
http://cocodataset.org/#explore?id=90024,Conrad,Aymeric,santa claus is delivering gifts to children,0.0,90024,/root/fiftyone/coco-2017/train/data/000000090024.jpg,3.097675971730496e-06
http://cocodataset.org/#explore?id=575331,COCO,Léo,an octopus kite is being flown next to a scuba diver kite above a city park.,1.0,575331,/root/fiftyone/coco-2017/train/data/000000575331.jpg,0.9962409734725952
http://cocodataset.org/#explore?id=575331,Conrad,Léo,"two kites, one city park",0.6,575331,/root/fiftyone/coco-2017/train/data/000000575331.jpg,0.0037579904310405254
http://cocodataset.org/#explore?id=575331,Conrad,Léo,a airballoon has taken off,0.1,575331,/root/fiftyone/coco-2017/train/data/000000575331.jpg,1.099148335015343e-06
http://cocodataset.org/#explore?id=404917,COCO,Arthur,a baseball player throwing a baseball on a field.,1.0,404917,/root/fiftyone/coco-2017/train/data/000000404917.jpg,0.9274988174438477
http://cocodataset.org/#explore?id=404917,Conrad,Arthur,a baseball game,0.9,404917,/root/fiftyone/coco-2017/train/data/000000404917.jpg,0.07212089747190475
http://cocodataset.org/#explore?id=404917,Conrad,Arthur,a boy has broken a window with his baseball thrown,0.1,404917,/root/fiftyone/coco-2017/train/data/000000404917.jpg,0.00038031686563044786
